Campus,Location,Student Path,Entry Stat,HEGIS At ExitOLD,HEGIS At Exit,Major,Potential # of Students,Potential # of Students For Each Year Out of School,25th Percentile Earnings,50th Percentile Earnings,75th Percentile Earnings,Average Earnings,# of Students Found,Year
55,Dominguez Hills,1,FTF + FTT,0,0,Undeclared/Unknown,1,1,,,,,1,1
55,Dominguez Hills,1,FTF + FTT,0,0,Undeclared/Unknown,1,1,,,,,1,2
55,Dominguez Hills,1,FTF + FTT,0,0,Undeclared/Unknown,1,1,,,,,1,3
55,Dominguez Hills,1,FTF + FTT,0,0,Undeclared/Unknown,1,1,,,,,1,4
55,Dominguez Hills,1,FTF + FTT,0,0,Undeclared/Unknown,1,1,,,,,1,5
55,Dominguez Hills,1,FTF + FTT,0,0,Undeclared/Unknown,1,1,,,,,1,6
55,Dominguez Hills,1,FTF + FTT,0,0,Undeclared/Unknown,1,1,,,,,1,7
55,Dominguez Hills,1,FTF + FTT,0,0,Undeclared/Unknown,1,1,,,,,1,8
55,Dominguez Hills,1,FTF + FTT,0,0,Undeclared/Unknown,1,1,,,,,1,9
55,Dominguez Hills,1,FTF + FTT,0,0,Undeclared/Unknown,1,1,,,,,1,10
55,Dominguez Hills,1,FTF + FTT,0,0,Undeclared/Unknown,1,1,,,,,1,11
55,Dominguez Hills,1,FTF + FTT,0,0,Undeclared/Unknown,1,1,,,,,1,12
55,Dominguez Hills,1,FTF + FTT,0,0,Undeclared/Unknown,1,,,,,,,13
55,Dominguez Hills,1,FTF + FTT,0,0,Undeclared/Unknown,1,,,,,,,14
55,Dominguez Hills,1,FTF + FTT,0,0,Undeclared/Unknown,1,,,,,,,15
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,559","1,464","$69,921 ","$89,863 ","$112,027 ","$91,237 ","1,371",1
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,559","1,309","$73,190 ","$94,842 ","$115,797 ","$95,235 ","1,208",2
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,559","1,140","$75,523 ","$97,518 ","$121,278 ","$98,328 ","1,038",3
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,559",993,"$77,190 ","$100,350 ","$124,384 ","$99,917 ",885,4
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,559",843,"$76,556 ","$102,590 ","$126,953 ","$102,678 ",745,5
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,559",733,"$79,652 ","$103,322 ","$129,763 ","$103,643 ",638,6
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,559",646,"$76,505 ","$104,620 ","$129,901 ","$104,220 ",552,7
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,559",558,"$78,116 ","$107,860 ","$134,543 ","$106,550 ",475,8
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,559",474,"$77,950 ","$103,834 ","$132,748 ","$105,541 ",393,9
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,559",421,"$83,059 ","$106,303 ","$131,977 ","$107,931 ",343,10
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,559",374,"$83,111 ","$105,493 ","$134,923 ","$109,123 ",291,11
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,559",331,"$76,389 ","$105,254 ","$131,812 ","$105,594 ",257,12
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,559",272,"$79,600 ","$109,604 ","$134,766 ","$107,564 ",212,13
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,559",230,"$79,768 ","$107,465 ","$133,514 ","$109,286 ",177,14
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,559",180,"$85,843 ","$109,773 ","$130,338 ","$108,602 ",139,15
55,Dominguez Hills,1,FTF + FTT,4011,4011,Biology,458,400,"$12,486 ","$22,662 ","$34,624 ","$25,377 ",305,1
55,Dominguez Hills,1,FTF + FTT,4011,4011,Biology,458,334,"$16,970 ","$32,758 ","$46,367 ","$33,755 ",256,2
55,Dominguez Hills,1,FTF + FTT,4011,4011,Biology,458,286,"$21,604 ","$37,109 ","$54,245 ","$39,004 ",205,3
55,Dominguez Hills,1,FTF + FTT,4011,4011,Biology,458,241,"$18,922 ","$40,174 ","$58,848 ","$42,449 ",183,4
55,Dominguez Hills,1,FTF + FTT,4011,4011,Biology,458,210,"$21,917 ","$46,260 ","$65,643 ","$49,073 ",150,5
55,Dominguez Hills,1,FTF + FTT,4011,4011,Biology,458,187,"$26,068 ","$48,498 ","$73,600 ","$52,478 ",137,6
55,Dominguez Hills,1,FTF + FTT,4011,4011,Biology,458,167,"$30,740 ","$54,252 ","$81,961 ","$58,525 ",116,7
55,Dominguez Hills,1,FTF + FTT,4011,4011,Biology,458,152,"$33,003 ","$59,849 ","$81,596 ","$61,344 ",109,8
55,Dominguez Hills,1,FTF + FTT,4011,4011,Biology,458,134,"$34,116 ","$62,982 ","$85,144 ","$64,789 ",88,9
55,Dominguez Hills,1,FTF + FTT,4011,4011,Biology,458,124,"$40,097 ","$69,321 ","$93,936 ","$73,393 ",82,10
55,Dominguez Hills,1,FTF + FTT,4011,4011,Biology,458,104,"$50,179 ","$70,545 ","$107,164 ","$78,939 ",72,11
55,Dominguez Hills,1,FTF + FTT,4011,4011,Biology,458,81,"$53,385 ","$79,943 ","$118,045 ","$83,025 ",54,12
55,Dominguez Hills,1,FTF + FTT,4011,4011,Biology,458,66,"$49,789 ","$81,283 ","$116,970 ","$80,375 ",42,13
55,Dominguez Hills,1,FTF + FTT,4011,4011,Biology,458,53,"$54,085 ","$83,399 ","$116,612 ","$85,848 ",32,14
55,Dominguez Hills,1,FTF + FTT,4011,4011,Biology,458,31,"$52,157 ","$85,147 ","$114,674 ","$81,895 ",21,15
55,Dominguez Hills,1,FTF + FTT,4141,4141,Biochemistry,46,38,"$3,783 ","$13,273 ","$35,070 ","$19,320 ",31,1
55,Dominguez Hills,1,FTF + FTT,4141,4141,Biochemistry,46,26,"$9,427 ","$15,212 ","$42,724 ","$27,109 ",17,2
55,Dominguez Hills,1,FTF + FTT,4141,4141,Biochemistry,46,17,"$14,301 ","$40,363 ","$52,705 ","$39,016 ",12,3
55,Dominguez Hills,1,FTF + FTT,4141,4141,Biochemistry,46,15,"$17,098 ","$45,220 ","$54,292 ","$43,252 ",11,4
55,Dominguez Hills,1,FTF + FTT,4141,4141,Biochemistry,46,9,"$30,883 ","$49,987 ","$64,701 ","$59,061 ",6,5
55,Dominguez Hills,1,FTF + FTT,4141,4141,Biochemistry,46,6,,,,,4,6
55,Dominguez Hills,1,FTF + FTT,4141,4141,Biochemistry,46,5,,,,,3,7
55,Dominguez Hills,1,FTF + FTT,4141,4141,Biochemistry,46,2,,,,,2,8
55,Dominguez Hills,1,FTF + FTT,4141,4141,Biochemistry,46,,,,,,,9
55,Dominguez Hills,1,FTF + FTT,4141,4141,Biochemistry,46,,,,,,,10
55,Dominguez Hills,1,FTF + FTT,4141,4141,Biochemistry,46,,,,,,,11
55,Dominguez Hills,1,FTF + FTT,4141,4141,Biochemistry,46,,,,,,,12
55,Dominguez Hills,1,FTF + FTT,4141,4141,Biochemistry,46,,,,,,,13
55,Dominguez Hills,1,FTF + FTT,4141,4141,Biochemistry,46,,,,,,,14
55,Dominguez Hills,1,FTF + FTT,4141,4141,Biochemistry,46,,,,,,,15
55,Dominguez Hills,1,FTF + FTT,5011,5011,Business Administration,"4,852","4,567","$18,974 ","$33,653 ","$49,153 ","$36,218 ","3,920",1
55,Dominguez Hills,1,FTF + FTT,5011,5011,Business Administration,"4,852","4,150","$25,412 ","$41,463 ","$56,523 ","$42,886 ","3,519",2
55,Dominguez Hills,1,FTF + FTT,5011,5011,Business Administration,"4,852","3,725","$29,479 ","$45,003 ","$60,717 ","$47,035 ","3,099",3
55,Dominguez Hills,1,FTF + FTT,5011,5011,Business Administration,"4,852","3,334","$31,798 ","$47,986 ","$64,418 ","$50,258 ","2,708",4
55,Dominguez Hills,1,FTF + FTT,5011,5011,Business Administration,"4,852","2,940","$34,789 ","$51,590 ","$68,570 ","$53,717 ","2,323",5
55,Dominguez Hills,1,FTF + FTT,5011,5011,Business Administration,"4,852","2,580","$36,675 ","$53,718 ","$73,748 ","$56,430 ","2,017",6
55,Dominguez Hills,1,FTF + FTT,5011,5011,Business Administration,"4,852","2,338","$37,709 ","$55,959 ","$75,833 ","$59,492 ","1,808",7
55,Dominguez Hills,1,FTF + FTT,5011,5011,Business Administration,"4,852","2,027","$40,212 ","$58,062 ","$79,629 ","$62,161 ","1,524",8
55,Dominguez Hills,1,FTF + FTT,5011,5011,Business Administration,"4,852","1,767","$41,417 ","$59,919 ","$82,876 ","$64,402 ","1,296",9
55,Dominguez Hills,1,FTF + FTT,5011,5011,Business Administration,"4,852","1,518","$43,288 ","$62,390 ","$86,724 ","$68,079 ","1,092",10
55,Dominguez Hills,1,FTF + FTT,5011,5011,Business Administration,"4,852","1,252","$41,622 ","$64,698 ","$89,895 ","$68,777 ",895,11
55,Dominguez Hills,1,FTF + FTT,5011,5011,Business Administration,"4,852","1,021","$42,489 ","$64,851 ","$89,943 ","$70,397 ",730,12
55,Dominguez Hills,1,FTF + FTT,5011,5011,Business Administration,"4,852",800,"$42,019 ","$66,371 ","$92,602 ","$72,604 ",570,13
55,Dominguez Hills,1,FTF + FTT,5011,5011,Business Administration,"4,852",639,"$43,532 ","$68,283 ","$96,937 ","$74,508 ",446,14
55,Dominguez Hills,1,FTF + FTT,5011,5011,Business Administration,"4,852",482,"$44,542 ","$70,272 ","$101,665 ","$75,949 ",338,15
55,Dominguez Hills,1,FTF + FTT,5041,5041,Finance,1,1,,,,,1,1
55,Dominguez Hills,1,FTF + FTT,5041,5041,Finance,1,1,,,,,1,2
55,Dominguez Hills,1,FTF + FTT,5041,5041,Finance,1,1,,,,,1,3
55,Dominguez Hills,1,FTF + FTT,5041,5041,Finance,1,1,,,,,1,4
55,Dominguez Hills,1,FTF + FTT,5041,5041,Finance,1,1,,,,,1,5
55,Dominguez Hills,1,FTF + FTT,5041,5041,Finance,1,1,,,,,1,6
55,Dominguez Hills,1,FTF + FTT,5041,5041,Finance,1,1,,,,,1,7
55,Dominguez Hills,1,FTF + FTT,5041,5041,Finance,1,1,,,,,1,8
55,Dominguez Hills,1,FTF + FTT,5041,5041,Finance,1,1,,,,,1,9
55,Dominguez Hills,1,FTF + FTT,5041,5041,Finance,1,1,,,,,1,10
55,Dominguez Hills,1,FTF + FTT,5041,5041,Finance,1,1,,,,,1,11
55,Dominguez Hills,1,FTF + FTT,5041,5041,Finance,1,1,,,,,1,12
55,Dominguez Hills,1,FTF + FTT,5041,5041,Finance,1,1,,,,,1,13
55,Dominguez Hills,1,FTF + FTT,5041,5041,Finance,1,1,,,,,1,14
55,Dominguez Hills,1,FTF + FTT,5041,5041,Finance,1,1,,,,,1,15
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,15,15,"$10,233 ","$22,362 ","$37,028 ","$24,235 ",15,1
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,15,15,"$23,745 ","$34,857 ","$41,036 ","$29,973 ",15,2
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,15,15,"$19,359 ","$28,543 ","$41,110 ","$29,005 ",14,3
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,15,15,"$14,022 ","$30,598 ","$43,885 ","$30,538 ",12,4
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,15,15,"$15,763 ","$39,043 ","$47,221 ","$33,384 ",13,5
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,15,15,"$25,329 ","$32,935 ","$45,195 ","$34,512 ",13,6
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,15,14,"$9,527 ","$15,785 ","$49,462 ","$28,792 ",13,7
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,15,14,"$9,628 ","$42,720 ","$50,533 ","$34,433 ",12,8
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,15,14,"$5,934 ","$41,782 ","$53,651 ","$30,936 ",11,9
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,15,14,"$9,907 ","$45,030 ","$55,734 ","$38,624 ",11,10
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,15,13,"$8,400 ","$46,710 ","$56,980 ","$37,806 ",9,11
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,15,13,"$14,398 ","$53,817 ","$56,695 ","$42,763 ",9,12
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,15,10,"$11,226 ","$51,563 ","$73,528 ","$44,914 ",7,13
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,15,5,,,,,4,14
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,15,3,,,,,2,15
55,Dominguez Hills,1,FTF + FTT,5131,5131,International Business,1,1,,,,,1,1
55,Dominguez Hills,1,FTF + FTT,5131,5131,International Business,1,1,,,,,1,2
55,Dominguez Hills,1,FTF + FTT,5131,5131,International Business,1,1,,,,,1,3
55,Dominguez Hills,1,FTF + FTT,5131,5131,International Business,1,1,,,,,1,4
55,Dominguez Hills,1,FTF + FTT,5131,5131,International Business,1,1,,,,,1,5
55,Dominguez Hills,1,FTF + FTT,5131,5131,International Business,1,1,,,,,1,6
55,Dominguez Hills,1,FTF + FTT,5131,5131,International Business,1,,,,,,,7
55,Dominguez Hills,1,FTF + FTT,5131,5131,International Business,1,,,,,,,8
55,Dominguez Hills,1,FTF + FTT,5131,5131,International Business,1,,,,,,,9
55,Dominguez Hills,1,FTF + FTT,5131,5131,International Business,1,,,,,,,10
55,Dominguez Hills,1,FTF + FTT,5131,5131,International Business,1,,,,,,,11
55,Dominguez Hills,1,FTF + FTT,5131,5131,International Business,1,,,,,,,12
55,Dominguez Hills,1,FTF + FTT,5131,5131,International Business,1,,,,,,,13
55,Dominguez Hills,1,FTF + FTT,5131,5131,International Business,1,,,,,,,14
55,Dominguez Hills,1,FTF + FTT,5131,5131,International Business,1,,,,,,,15
55,Dominguez Hills,1,FTF + FTT,6011,6011,Communications,"1,082",998,"$12,730 ","$24,734 ","$37,937 ","$26,326 ",871,1
55,Dominguez Hills,1,FTF + FTT,6011,6011,Communications,"1,082",902,"$17,522 ","$32,480 ","$45,515 ","$32,800 ",778,2
55,Dominguez Hills,1,FTF + FTT,6011,6011,Communications,"1,082",815,"$20,676 ","$36,974 ","$49,709 ","$37,053 ",692,3
55,Dominguez Hills,1,FTF + FTT,6011,6011,Communications,"1,082",714,"$21,479 ","$39,405 ","$53,416 ","$39,750 ",579,4
55,Dominguez Hills,1,FTF + FTT,6011,6011,Communications,"1,082",608,"$23,335 ","$40,585 ","$57,021 ","$41,988 ",474,5
55,Dominguez Hills,1,FTF + FTT,6011,6011,Communications,"1,082",532,"$22,243 ","$41,958 ","$59,526 ","$44,870 ",410,6
55,Dominguez Hills,1,FTF + FTT,6011,6011,Communications,"1,082",482,"$28,876 ","$46,512 ","$64,703 ","$47,850 ",365,7
55,Dominguez Hills,1,FTF + FTT,6011,6011,Communications,"1,082",438,"$26,844 ","$47,229 ","$68,043 ","$49,491 ",327,8
55,Dominguez Hills,1,FTF + FTT,6011,6011,Communications,"1,082",367,"$29,483 ","$50,875 ","$67,674 ","$51,292 ",260,9
55,Dominguez Hills,1,FTF + FTT,6011,6011,Communications,"1,082",316,"$32,064 ","$52,692 ","$72,930 ","$55,592 ",223,10
55,Dominguez Hills,1,FTF + FTT,6011,6011,Communications,"1,082",277,"$31,178 ","$58,117 ","$76,506 ","$57,792 ",188,11
55,Dominguez Hills,1,FTF + FTT,6011,6011,Communications,"1,082",225,"$31,511 ","$58,940 ","$80,379 ","$62,230 ",147,12
55,Dominguez Hills,1,FTF + FTT,6011,6011,Communications,"1,082",190,"$31,953 ","$59,751 ","$81,333 ","$62,433 ",126,13
55,Dominguez Hills,1,FTF + FTT,6011,6011,Communications,"1,082",149,"$37,284 ","$64,370 ","$84,595 ","$70,034 ",102,14
55,Dominguez Hills,1,FTF + FTT,6011,6011,Communications,"1,082",119,"$33,379 ","$61,703 ","$85,723 ","$67,151 ",78,15
55,Dominguez Hills,1,FTF + FTT,6991,6991,Multimedia,385,357,"$8,997 ","$16,832 ","$29,167 ","$20,892 ",279,1
55,Dominguez Hills,1,FTF + FTT,6991,6991,Multimedia,385,312,"$14,358 ","$25,004 ","$36,984 ","$27,433 ",246,2
55,Dominguez Hills,1,FTF + FTT,6991,6991,Multimedia,385,278,"$17,253 ","$29,132 ","$42,719 ","$30,572 ",221,3
55,Dominguez Hills,1,FTF + FTT,6991,6991,Multimedia,385,236,"$19,135 ","$32,639 ","$44,234 ","$34,677 ",186,4
55,Dominguez Hills,1,FTF + FTT,6991,6991,Multimedia,385,206,"$19,725 ","$36,723 ","$48,660 ","$37,125 ",148,5
55,Dominguez Hills,1,FTF + FTT,6991,6991,Multimedia,385,174,"$22,512 ","$39,130 ","$50,285 ","$38,763 ",125,6
55,Dominguez Hills,1,FTF + FTT,6991,6991,Multimedia,385,135,"$25,707 ","$40,023 ","$55,233 ","$42,413 ",93,7
55,Dominguez Hills,1,FTF + FTT,6991,6991,Multimedia,385,103,"$25,193 ","$40,157 ","$58,643 ","$41,392 ",69,8
55,Dominguez Hills,1,FTF + FTT,6991,6991,Multimedia,385,86,"$23,510 ","$43,573 ","$61,834 ","$42,854 ",56,9
55,Dominguez Hills,1,FTF + FTT,6991,6991,Multimedia,385,59,"$20,947 ","$48,245 ","$71,827 ","$46,658 ",40,10
55,Dominguez Hills,1,FTF + FTT,6991,6991,Multimedia,385,28,"$8,957 ","$30,183 ","$58,025 ","$41,366 ",16,11
55,Dominguez Hills,1,FTF + FTT,6991,6991,Multimedia,385,15,"$14,560 ","$53,374 ","$92,755 ","$59,449 ",9,12
55,Dominguez Hills,1,FTF + FTT,6991,6991,Multimedia,385,6,,,,,3,13
55,Dominguez Hills,1,FTF + FTT,6991,6991,Multimedia,385,2,,,,,,14
55,Dominguez Hills,1,FTF + FTT,6991,6991,Multimedia,385,,,,,,,15
55,Dominguez Hills,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,321,264,"$17,190 ","$34,876 ","$54,289 ","$38,264 ",225,1
55,Dominguez Hills,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,321,221,"$34,433 ","$49,681 ","$70,117 ","$52,813 ",186,2
55,Dominguez Hills,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,321,180,"$36,751 ","$51,564 ","$74,213 ","$56,558 ",152,3
55,Dominguez Hills,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,321,149,"$36,495 ","$53,183 ","$80,620 ","$59,001 ",125,4
55,Dominguez Hills,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,321,117,"$40,726 ","$60,796 ","$81,648 ","$62,998 ",97,5
55,Dominguez Hills,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,321,103,"$43,218 ","$67,136 ","$91,593 ","$69,566 ",81,6
55,Dominguez Hills,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,321,97,"$47,844 ","$72,353 ","$94,009 ","$74,257 ",73,7
55,Dominguez Hills,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,321,92,"$56,397 ","$75,407 ","$94,077 ","$78,563 ",64,8
55,Dominguez Hills,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,321,89,"$54,658 ","$74,866 ","$100,515 ","$78,087 ",66,9
55,Dominguez Hills,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,321,85,"$52,060 ","$73,254 ","$102,971 ","$77,047 ",63,10
55,Dominguez Hills,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,321,79,"$51,979 ","$79,407 ","$111,851 ","$83,472 ",58,11
55,Dominguez Hills,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,321,70,"$56,061 ","$91,992 ","$116,728 ","$89,409 ",49,12
55,Dominguez Hills,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,321,58,"$49,701 ","$81,534 ","$116,342 ","$87,367 ",40,13
55,Dominguez Hills,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,321,47,"$50,732 ","$78,664 ","$118,602 ","$81,607 ",31,14
55,Dominguez Hills,1,FTF + FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,321,33,"$50,296 ","$93,872 ","$132,512 ","$90,645 ",20,15
55,Dominguez Hills,1,FTF + FTT,08231 + 08232,8232,Child Development,346,281,"$12,008 ","$21,777 ","$30,048 ","$22,679 ",242,1
55,Dominguez Hills,1,FTF + FTT,08231 + 08232,8232,Child Development,346,215,"$16,676 ","$26,220 ","$34,592 ","$27,196 ",185,2
55,Dominguez Hills,1,FTF + FTT,08231 + 08232,8232,Child Development,346,141,"$17,468 ","$27,845 ","$36,876 ","$28,307 ",118,3
55,Dominguez Hills,1,FTF + FTT,08231 + 08232,8232,Child Development,346,99,"$16,210 ","$27,280 ","$38,580 ","$29,576 ",81,4
55,Dominguez Hills,1,FTF + FTT,08231 + 08232,8232,Child Development,346,56,"$24,221 ","$31,463 ","$41,488 ","$33,758 ",45,5
55,Dominguez Hills,1,FTF + FTT,08231 + 08232,8232,Child Development,346,23,"$21,972 ","$36,488 ","$45,437 ","$36,722 ",17,6
55,Dominguez Hills,1,FTF + FTT,08231 + 08232,8232,Child Development,346,9,,,,,4,7
55,Dominguez Hills,1,FTF + FTT,08231 + 08232,8232,Child Development,346,1,,,,,1,8
55,Dominguez Hills,1,FTF + FTT,08231 + 08232,8232,Child Development,346,1,,,,,1,9
55,Dominguez Hills,1,FTF + FTT,08231 + 08232,8232,Child Development,346,1,,,,,1,10
55,Dominguez Hills,1,FTF + FTT,08231 + 08232,8232,Child Development,346,,,,,,,11
55,Dominguez Hills,1,FTF + FTT,08231 + 08232,8232,Child Development,346,,,,,,,12
55,Dominguez Hills,1,FTF + FTT,08231 + 08232,8232,Child Development,346,,,,,,,13
55,Dominguez Hills,1,FTF + FTT,08231 + 08232,8232,Child Development,346,,,,,,,14
55,Dominguez Hills,1,FTF + FTT,08231 + 08232,8232,Child Development,346,,,,,,,15
55,Dominguez Hills,1,FTF + FTT,8351,8351,Kinesiology,662,579,"$10,572 ","$18,631 ","$31,643 ","$22,877 ",493,1
55,Dominguez Hills,1,FTF + FTT,8351,8351,Kinesiology,662,495,"$14,523 ","$25,005 ","$42,068 ","$29,453 ",418,2
55,Dominguez Hills,1,FTF + FTT,8351,8351,Kinesiology,662,416,"$16,415 ","$32,605 ","$49,846 ","$34,583 ",364,3
55,Dominguez Hills,1,FTF + FTT,8351,8351,Kinesiology,662,351,"$23,035 ","$39,164 ","$57,115 ","$40,540 ",307,4
55,Dominguez Hills,1,FTF + FTT,8351,8351,Kinesiology,662,297,"$22,638 ","$45,054 ","$63,218 ","$44,230 ",256,5
55,Dominguez Hills,1,FTF + FTT,8351,8351,Kinesiology,662,253,"$23,550 ","$46,813 ","$68,820 ","$47,575 ",218,6
55,Dominguez Hills,1,FTF + FTT,8351,8351,Kinesiology,662,232,"$28,812 ","$45,471 ","$67,305 ","$47,847 ",200,7
55,Dominguez Hills,1,FTF + FTT,8351,8351,Kinesiology,662,201,"$30,963 ","$50,588 ","$71,282 ","$50,816 ",173,8
55,Dominguez Hills,1,FTF + FTT,8351,8351,Kinesiology,662,171,"$28,810 ","$55,292 ","$76,916 ","$53,156 ",142,9
55,Dominguez Hills,1,FTF + FTT,8351,8351,Kinesiology,662,143,"$28,382 ","$57,131 ","$80,033 ","$53,566 ",122,10
55,Dominguez Hills,1,FTF + FTT,8351,8351,Kinesiology,662,125,"$32,615 ","$62,821 ","$83,478 ","$57,241 ",102,11
55,Dominguez Hills,1,FTF + FTT,8351,8351,Kinesiology,662,105,"$30,461 ","$62,573 ","$81,759 ","$56,381 ",88,12
55,Dominguez Hills,1,FTF + FTT,8351,8351,Kinesiology,662,90,"$38,536 ","$69,934 ","$85,409 ","$61,441 ",75,13
55,Dominguez Hills,1,FTF + FTT,8351,8351,Kinesiology,662,76,"$42,540 ","$73,513 ","$83,943 ","$63,211 ",61,14
55,Dominguez Hills,1,FTF + FTT,8351,8351,Kinesiology,662,58,"$44,724 ","$78,366 ","$84,840 ","$66,071 ",49,15
55,Dominguez Hills,1,FTF + FTT,10021 + 10022,10022,Art,318,297,"$8,595 ","$18,885 ","$30,695 ","$21,489 ",236,1
55,Dominguez Hills,1,FTF + FTT,10021 + 10022,10022,Art,318,261,"$13,140 ","$26,145 ","$37,246 ","$26,987 ",204,2
55,Dominguez Hills,1,FTF + FTT,10021 + 10022,10022,Art,318,233,"$16,054 ","$31,591 ","$42,549 ","$31,740 ",180,3
55,Dominguez Hills,1,FTF + FTT,10021 + 10022,10022,Art,318,204,"$19,676 ","$33,750 ","$49,348 ","$34,362 ",156,4
55,Dominguez Hills,1,FTF + FTT,10021 + 10022,10022,Art,318,163,"$21,607 ","$38,698 ","$52,000 ","$38,280 ",120,5
55,Dominguez Hills,1,FTF + FTT,10021 + 10022,10022,Art,318,139,"$25,261 ","$39,306 ","$52,382 ","$39,871 ",103,6
55,Dominguez Hills,1,FTF + FTT,10021 + 10022,10022,Art,318,122,"$31,598 ","$41,330 ","$53,577 ","$43,786 ",82,7
55,Dominguez Hills,1,FTF + FTT,10021 + 10022,10022,Art,318,104,"$26,420 ","$40,805 ","$54,860 ","$42,366 ",77,8
55,Dominguez Hills,1,FTF + FTT,10021 + 10022,10022,Art,318,90,"$26,742 ","$39,790 ","$52,218 ","$42,227 ",64,9
55,Dominguez Hills,1,FTF + FTT,10021 + 10022,10022,Art,318,75,"$21,343 ","$36,387 ","$56,342 ","$41,126 ",51,10
55,Dominguez Hills,1,FTF + FTT,10021 + 10022,10022,Art,318,63,"$26,412 ","$40,215 ","$62,221 ","$44,803 ",40,11
55,Dominguez Hills,1,FTF + FTT,10021 + 10022,10022,Art,318,50,"$24,206 ","$39,211 ","$66,784 ","$49,402 ",29,12
55,Dominguez Hills,1,FTF + FTT,10021 + 10022,10022,Art,318,34,"$24,391 ","$35,693 ","$65,828 ","$48,590 ",19,13
55,Dominguez Hills,1,FTF + FTT,10021 + 10022,10022,Art,318,24,"$24,040 ","$36,443 ","$55,813 ","$46,099 ",9,14
55,Dominguez Hills,1,FTF + FTT,10021 + 10022,10022,Art,318,20,"$35,023 ","$39,600 ","$52,475 ","$45,812 ",7,15
55,Dominguez Hills,1,FTF + FTT,10051,10051,Music,105,92,"$11,163 ","$18,664 ","$33,393 ","$22,954 ",69,1
55,Dominguez Hills,1,FTF + FTT,10051,10051,Music,105,82,"$13,634 ","$33,065 ","$50,984 ","$34,215 ",59,2
